149534,Fortum Mahindra,HYDERABAD,TELANGANA,17.44366000,78.46395000,Unknown Operator,1,"Private - For Staff, Visitors or Customers",21.360989,Operational,2023-03-26 11:52:00.0000000,0xE6100000010C1A8BA6B393713140AB3E575BB19D5340,Unknown
149812,Electrify Bihar EV Charging Station,DARBHANGA,BIHAR,26.15696500,85.89951200,Business Owner at Location,4,Public,21.360989,Operational,2023-03-28 19:20:00.0000000,0xE6100000010CDC9DB5DB2E283A400397C79A91795540,Paid
167208,"Assam Electric Point ",GUWAHATI,ASSAM,26.16197120,91.76678400,Unknown Operator,1,Public,21.360989,Operational,2023-03-26 11:51:00.0000000,0xE6100000010CD5E4CEF176293A4026C632FD12F15640,Unknown
170932,IITM Research Park,CHENNAI CITY CORPORATION LIMITS,TAMIL NADU,12.99080000,80.24240000,Relux Electric India,1,Public - Pay At Location,18.000000,Operational,2024-07-09 12:38:00.0000000,0xE6100000010CECC039234AFB29403A234A7B830F5440,Paid
171101,Saravana Bhavan,VAIGUNDAM,TAMIL NADU,11.51942244,77.93477089,Unknown Operator,2,Public,23.000000,Operational,2025-04-02 16:49:00.0000000,0xE6100000010C9037F1BCF109274061734849D37B5340,Paid
172465,Bharay,MUKUNDGARH MANDI,RAJASTHAN,27.93834580,75.23143830,Unknown Operator,1,Public,21.360989,Operational,2021-02-03 17:34:00.0000000,0xE6100000010CC6562B6E37F03B40AD6296E2CFCE5240,Unknown
173082,Tata Fast Charger,BANGALORE,KARNATAKA,12.95243885,77.63973153,Tata Power,2,Public - Membership Required,21.360989,Operational,2021-03-03 10:10:00.0000000,0xE6100000010C3461A010A6E729407CE4835CF1685340,Free
188200,Hosa Road," CHIKKANAYAKANAHALLI",KARNATAKA,12.91152151,77.67629826,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2021-07-16 19:32:00.0000000,0xE6100000010CE01986F2B2D22940AB427F78486B5340,Unknown
189037,Shawadi Road,AHMEDABAD,GUJARAT,22.95898656,72.57343765,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2023-03-23 23:05:00.0000000,0xE6100000010CE880A82480F53640E342D433B3245240,Unknown
189046,Sardar Patel Ring Road,AHMEDABAD,GUJARAT,23.01811408,72.67117697,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2021-09-05 15:01:00.0000000,0xE6100000010C7732D51FA30437409EFE3F90F42A5240,Unknown
190068,"Mira Road ",MAHARASHTRA,INDIA,19.14000605,72.85344383,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2024-06-07 09:50:00.0000000,0xE6100000010CFDFDBD6FD7233340ACB4DED29E365240,Unknown
195339,Chandni Chowk,DELHI,DELHI,28.65602523,77.23119760,Unknown Operator,1,Public,21.360989,Operational,2022-08-30 08:26:00.0000000,0xE6100000010C6D33FC44F1A73C407ABA04F1CB4E5340,Unknown
195397,Spencer plaza,CHENNAI,TAMILNADU,13.08644094,80.24611762,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2022-08-20 15:05:00.0000000,0xE6100000010CC6ABA4FC412C2A40A4371E64C00F5440,Unknown
195398,Grand Chennai by GRT Hotels,CHENNAI,TAMILNADU,13.03988370,80.24507602,Unknown Operator,1,Public - Membership Required,19.500000,Operational,2022-08-20 15:03:00.0000000,0xE6100000010C7649E6A26B142A40C4BB5453AF0F5440,Paid
195399,Holiday Inn Chennai OMR,CHENNAI,TAMIL NADU,12.98007448,80.25315304,Unknown Operator,1,Public - Membership Required,20.500000,Operational,2022-08-20 15:02:00.0000000,0xE6100000010C097D7E52CCF52940B6EBCEA833105440,Paid
195400,Muscat bakery & Restaurants,IRUNGATTUKOTTAI,TAMIL NADU,13.00801058,79.99673028,Unknown Operator,1,Public - Membership Required,20.500000,Operational,2022-08-20 15:02:00.0000000,0xE6100000010C763E76F619042A401BE2CC6DCAFF5340,Paid
195401,Kalyan Grand Business Hotel,VANDALUR,TAMIL NADU,12.87380016,80.07849378,Unknown Operator,1,Public - Membership Required,20.500000,Operational,2022-08-20 15:02:00.0000000,0xE6100000010C0FE10CBC62BF29408682C60A06055440,Paid
201254,Cinemax,KALYAN,MAHARASHTRA,19.24365159,73.13475572,Unknown Operator,1,Public,21.360989,Operational,2022-08-28 17:09:00.0000000,0xE6100000010C1CAB5AF35F3E3340559674D69F485240,Unknown
238134,Technopark EVCS,"THIRUVANANTHAPURAM ",KERALA,8.55947936,76.87807877,ChargeMod IN,5,"Private - For Staff, Visitors or Customers",21.360989,Operational,2025-06-11 14:01:00.0000000,0xE6100000010C59F92314741E2140901D4C7132385340,Unknown
257047,Capital EV Charging Station (Kalupur),AHMEDABAD,GUJARAT,23.06764573,72.66492752,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2023-03-26 11:50:00.0000000,0xE6100000010C6510063B511137401127282C8E2A5240,Unknown
257048,Agora Mall Charging Station,GANDHINAGAR,GUJARAT,23.06754609,72.66480929,JIO BP Pulse India,1,Public - Pay At Location,0.790000,Operational,2024-12-16 11:24:00.0000000,0xE6100000010CCE8557B34A11374020A8433C8C2A5240,Paid
258294,Sargasan Cross Rd,GANDHINAGAR,GUJARAT,23.17834276,72.61224559,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2023-03-23 23:04:00.0000000,0xE6100000010CAAAD01DFA72D3740E58A20082F275240,Unknown
258302,MobiLane Charging Station,GANDHINAGAR,GUJARAT,23.16642850,72.68398390,Business Owner at Location,1,Public - Pay At Location,21.360989,Operational,2023-03-30 16:39:00.0000000,0xE6100000010C519FE40E9B2A3740655F6864C62B5240,Unknown
258336,Taj Hotel,"AHMEDABAD ","GUJARAT ",23.07555435,72.56854042,Tata Power,2,Public,21.000000,Operational,2023-03-21 17:51:00.0000000,0xE6100000010C0F52A68757133740AA965BF762245240,Paid
258572,Ather Grid Charging Station,GANDHINAGAR,GUJARAT,23.23149100,72.66736390,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2023-03-23 20:25:00.0000000,0xE6100000010C7E5182FE423B3740FC411317B62A5240,Unknown
258753,Fortum Charge & Drive Charging Station,AHMEDABAD,GUJARAT,22.99668180,72.35815110,Unknown Operator,1,"Private - For Staff, Visitors or Customers",21.360989,Operational,2023-03-26 21:56:00.0000000,0xE6100000010CB784D78926FF3640B16197F2EB165240,Unknown
258754,ChargePod Charging Station,GANDHINAGAR,GUJARAT,23.17584100,72.62674890,Unknown Operator,1,Public - Pay At Location,21.360989,Not Operational,2024-08-08 12:49:00.0000000,0xE6100000010CC24B70EA032D374074136BA71C285240,Unknown
259197,"GoElectrify-EV Charger ",AHMEDABAD,GUJARAT,23.02392260,72.45893040,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2023-03-28 20:46:00.0000000,0xE6100000010CA2A2A0CA1F063740F9C89C1D5F1D5240,Unknown
266276,KSEB Charging Station,KOCHI,KERALA,10.00539481,76.30472192,ChargeMod IN,2,Public - Membership Required,27.410000,Operational,2025-08-28 18:06:00.0000000,0xE6100000010C4909C91BC30224408F315E9080135340,Paid
266916,Viyyur KSEB,THRISSUR,KERALA,10.55934643,76.21735813,Unknown Operator,1,Public - Membership Required,27.410000,Operational,2025-06-13 10:35:00.0000000,0xE6100000010CFDF7BFA7621E2540A9F71232E90D5340,Paid
267109,Punkunnam-Guruvayoor Road,THRISSUR,KERALA,10.53765403,76.19714944,Ather Grid Point India,3,Public - Pay At Location,21.500000,Operational,2023-07-04 03:26:00.0000000,0xE6100000010C41D3966347132540624EAF189E0C5340,Paid
273116,Urs Kar,GONIKOPPA,KARNATAKA,12.17768000,75.90516000,Zeon Charging,1,Public,21.360989,Operational,2025-02-17 16:56:00.0000000,0xE6100000010C7B4E7ADFF85A28406E693524EEF95240,Unknown
279447,Knowledge park,GREATER NOIDA,UTTAR PRADESH,28.46223750,77.49128581,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2023-10-29 16:59:00.0000000,0xE6100000010C1C7C613255763C4016BC093A715F5340,Unknown
297621,Kannada Parisath Road,MYSURU,KARNATAKA,12.33627592,76.61874660,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2024-04-25 11:18:00.0000000,0xE6100000010C25AA7D5B2CAC2840B7E0568B99275340,Unknown
297622,Regency Tirunelveli By GRT Hotels,TIRUNELVELI,TAMIL NADU,8.72921000,77.72092000,Zeon Charging,1,Public,21.360989,Operational,2025-04-07 13:39:00.0000000,0xE6100000010C13D55B035B75214012C2A38D236E5340,Unknown
297624,Statiq 60kW Tirunelveli,TIRUNELVELI,TAMIL NADU,8.66847000,77.71834000,Unknown Operator,1,Public,21.360989,Operational,2025-03-31 16:20:00.0000000,0xE6100000010CD8B628B34156214027DA5548F96D5340,Unknown
297625,Relux 30KW Hotel Himalaya,ANNAMALAI R.F," TAMIL NADU",12.24691994,78.07576855,Unknown Operator,1,Public,21.360989,Operational,2024-04-25 11:18:00.0000000,0xE6100000010C810F564A6C7E28402F145564D9845340,Unknown
297626,chargemod 30kw Amoha hotel," TIRUVANNAMALAI"," TAMIL NADU",11.48503750,78.01971132,Unknown Operator,1,Public,21.360989,Operational,2024-04-25 11:18:00.0000000,0xE6100000010CCEAACFD556F82640B4B044F342815340,Unknown
297627,Relux 25KW Chidambaram,CHIDAMBARAM," TAMIL NADU",11.48503750,78.01971132,Unknown Operator,1,Public - Membership Required,21.360989,Operational,2024-04-25 11:18:00.0000000,0xE6100000010CCEAACFD556F82640B4B044F342815340,Unknown
297628,Zeon 24KW Kyathasandra,KYATHASANDRA,KARNATAKA,10.08119910,77.63011747,Zeon Charging,1,Public,21.360989,Operational,2024-04-25 11:18:00.0000000,0xE6100000010CE4EDADED92292440739239D853685340,Unknown
297629,Jio BP Kamadod,KAMADOD,KARNATAKA,14.57297000,75.69027000,Unknown Operator,1,Public,20.000000,Operational,2025-02-18 09:19:00.0000000,0xE6100000010CA12DE7525C252D403CDA38622DEC5240,Paid
297630,Ganesh Hotel,TIRUMALAKOPPA,KARNATAKA,15.16839000,75.14055000,Zeon Charging,1,Public,21.900000,Operational,2025-02-17 16:56:00.0000000,0xE6100000010C67F2CD3637562E40FB5C6DC5FEC85240,Paid
297660,"#1043, 11th cross",MYSORE,KARNATAKA,12.33534887,76.62012791,Unknown Operator,1,Public - Membership Required,24.000000,Operational,2024-04-25 11:18:00.0000000,0xE6100000010C16CDDAD8B2AB28405B32F92CB0275340,Paid
297821,Joance Regency,THODUPUZHA,KERALA,9.89428770,76.71587116,Zeon Charging,1,Public - Membership Required,19.500000,Operational,2025-06-11 14:01:00.0000000,0xE6100000010C1C6ED113E0C92340601645D5D02D5340,Paid
297901,"Hindustan EV Charge ",TIRUPORUR,UNKNOWN,12.79947247,80.22763805,Unknown Operator,1,Public - Pay At Location,21.360989,Operational,2024-05-10 08:24:00.0000000,0xE6100000010C9967A17454992940D0042F9F910E5440,Unknown
