UserComments,PercentageSimilarity,MediaItems,IsRecentlyVerified,DateLastVerified,ID,UUID,ParentChargePointID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageTypeID,UsageCost,Connections,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,DateLastStatusUpdate,MetadataValues,DataQualityLevel,DateCreated,SubmissionStatusTypeID,DataProvider.WebsiteURL,DataProvider.Comments,DataProvider.DataProviderStatusType.IsProviderEnabled,DataProvider.DataProviderStatusType.ID,DataProvider.DataProviderStatusType.Title,DataProvider.IsRestrictedEdit,DataProvider.IsOpenDataLicensed,DataProvider.IsApprovedImport,DataProvider.License,DataProvider.DateLastImported,DataProvider.ID,DataProvider.Title,OperatorInfo.WebsiteURL,OperatorInfo.Comments,OperatorInfo.PhonePrimaryContact,OperatorInfo.PhoneSecondaryContact,OperatorInfo.IsPrivateIndividual,OperatorInfo.AddressInfo,OperatorInfo.BookingURL,OperatorInfo.ContactEmail,OperatorInfo.FaultReportEmail,OperatorInfo.IsRestrictedEdit,OperatorInfo.ID,OperatorInfo.Title,UsageType.IsPayAtLocation,UsageType.IsMembershipRequired,UsageType.IsAccessKeyRequired,UsageType.ID,UsageType.Title,StatusType.IsOperational,StatusType.IsUserSelectable,StatusType.ID,StatusType.Title,SubmissionStatus.IsLive,SubmissionStatus.ID,SubmissionStatus.Title,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.AddressLine2,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Country.ISOCode,AddressInfo.Country.ContinentCode,AddressInfo.Country.ID,AddressInfo.Country.Title,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.ContactEmail,AddressInfo.AccessComments,AddressInfo.RelatedURL,AddressInfo.Distance,AddressInfo.DistanceUnit,OperatorInfo
,,,True,2025-08-30T14:05:00Z,460636,C9C17CEB-1CB8-4A14-AEE5-B5F3C63A9884,,1,,3436.0,,1,24.78/kWh,"[{'ID': 774982, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}]",1,,,,50,2025-08-30T14:05:00Z,,1,2025-08-30T14:05:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,,,,1,Public,True,True,50,Operational,True,200,Submission Published,461025,Hotel Kantara Dine,NH-75 Bengaluru - Mangaluru Highway,,Solur,Karnataka,562127,106,IN,AS,106,India,13.06457377178711,77.25712516384169,,,,,,,0,
,,,True,2025-08-30T13:57:00Z,460478,349B805B-14B7-4112-9810-306AE5370630,,1,,3539.0,,1,23.90/kWh,"[{'ID': 774727, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 120, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}, {'ID': 774981, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}]",1,,,,50,2025-08-30T13:57:00Z,,1,2025-08-20T15:14:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://zeoncharging.com/,,+91 9789 616161,,False,,,care@zeon.in,,False,3539.0,Zeon Charging,,,,1,Public,True,True,50,Operational,True,200,Submission Published,460867,Burger King,Bengaluru - Mangaluru Highway,Baladare,Udayapura,Karnataka ,573225,106,IN,AS,106,India,12.960134461557354,76.33023905539169,,,,,,,0,
,,,True,2025-08-05T06:54:00Z,460205,3176F901-50C5-4862-9CD7-13A253813264,,1,,1.0,,4,,"[{'ID': 774225, 'ConnectionTypeID': 0, 'ConnectionType': {'FormalName': 'Not Specified', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 0, 'Title': 'Unknown'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-08-05T06:54:00Z,,1,2025-08-02T06:49:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,,,,,,,,,,,1.0,(Unknown Operator),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,460594,Konnagar,24 M Mukherjee Bagan Lane Konnagar,,Kolkata,west bengal,712235,106,IN,AS,106,India,21.65144351225736,87.65139955261463,,,,,,,0,
,,,True,2025-07-25T12:09:00Z,459990,48F7C1C9-46E4-47F7-9582-32DDED5DA5F2,,1,,3817.0,,4,,"[{'ID': 773940, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 60, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}]",2,,,,50,2025-07-25T12:09:00Z,,1,2025-07-22T12:05:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.jiobp.com/products-and-services/EV-charging,,,,False,,,evsupport.rbml@jiobp.com,,False,3817.0,JIO BP Pulse (India),False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,460379,Jio-BP Pulse,"Near The Big Bay India, Highway Pitstop",,Yellagallahalli,,562104,106,IN,AS,106,India,13.6062729,77.7872747,,,,,,,0,
,,,True,2025-06-24T18:12:00Z,458918,2DA443F4-6B65-4B68-96E2-B74996C00512,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771426, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 60, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': 'Power sharing '}]",2,,,,50,2025-06-24T18:12:00Z,,1,2025-06-24T18:12:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459307,Tata.ev Luxon Motors - Tata Power,NH 66 Service Road,Near Hotel Highway Garden,Edappally ,Kerala,682024,106,IN,AS,106,India,10.011484735873452,76.31138749922593,,,,,,,0,
,,,True,2025-06-24T18:09:00Z,458917,6EF8A27F-E635-41E6-BF12-6D8369605418,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771425, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-06-24T18:09:00Z,,1,2025-06-24T18:09:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459306,TML Sree Gokulam Motors - Tata Power,NH 544,Skyline Gateway Apartments ,Edappally,Kerala,682033,106,IN,AS,106,India,10.03915496555662,76.31555880759106,,,,,,,0,
,,,True,2025-06-24T18:06:00Z,458916,961CECC7-FCA9-4EEC-8B4C-90FF8D696CA2,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771424, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 60, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': 'Power sharing.'}]",1,,,,50,2025-06-24T18:06:00Z,,1,2025-06-24T18:06:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459305,Tata.ev Gokulam Motors - Tata Power,NH 544,Sree Gokulam Motors,Choornikkara,Kerala,683106,106,IN,AS,106,India,10.081302790405843,76.33946199404113,,,,,,,0,
,,,True,2025-06-24T18:02:00Z,458915,DA629F33-C7AF-4136-9AA9-EA81A9152C0A,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771423, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-06-24T18:02:00Z,,1,2025-06-24T18:02:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459304,Taj Cochin Internation Airport Hotel - Tata Power,Airport Road,Near Cochin International Airport ,Nedumbassery ,Kerala,683572,106,IN,AS,106,India,10.159995038034907,76.39015421888632,,,,,,,0,
,,,True,2025-06-24T18:00:00Z,458914,693A6A0B-5D05-4071-BDD8-D94E607DE255,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771422, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-06-24T18:00:00Z,,1,2025-06-24T18:00:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459303,SAJ Earth Resort - Tata Power,Kariyad Mattoor Road,Near Cochin International Airport,Nedumbassery,Kerala,683572,106,IN,AS,106,India,10.162224246244605,76.3846534973361,,,,,,,0,
,,,True,2025-06-24T17:56:00Z,458913,ED41A736-6942-4A6F-8D38-1A79BB4C29AA,,1,,3436.0,,4,24.78/kWh,"[{'ID': 771421, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 30, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-06-24T17:56:00Z,,1,2025-06-24T17:56:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://nexonev.tatamotors.com/charging-locator/,,,,False,,,,,False,3436.0,Tata Power,False,True,True,4,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,459302,Luxon Motors - Tata Power,NH 544,Kariyad,Kariyad,Kerala,683589,106,IN,AS,106,India,10.162042049613518,76.36735603462671,,,,,,,0,
